Square Footage,County,Agency Name
81,Carroll,Department of Natural Resources
49,Carroll,Department of Natural Resources
110,Carroll,Department of Natural Resources
300,Carroll,Department of Natural Resources
28,Carroll,Department of Natural Resources
300,Carroll,Department of Natural Resources
120,Carroll,Department of Natural Resources
25,Carroll,Department of Natural Resources
25,Carroll,Department of Natural Resources
25,Carroll,Department of Natural Resources
1380,Coles,Historic Preservation Agency
4725,Logan,Historic Preservation Agency
1635,Hancock,Department of Natural Resources
3256,Hancock,Department of Natural Resources
96,Wayne,Department of Natural Resources
2268,Hancock,Department of Natural Resources
2688,Hancock,Department of Natural Resources
25,Menard,Historic Preservation Agency
1950,Menard,Historic Preservation Agency
180,Menard,Historic Preservation Agency
1350,Menard,Historic Preservation Agency
4000,Menard,Historic Preservation Agency
1000,Menard,Historic Preservation Agency
2400,Menard,Historic Preservation Agency
4500,Menard,Historic Preservation Agency
7500,Menard,Historic Preservation Agency
750,Menard,Historic Preservation Agency
600,Menard,Historic Preservation Agency
50,Menard,Historic Preservation Agency
250,Menard,Historic Preservation Agency
100,Menard,Historic Preservation Agency
750,Menard,Historic Preservation Agency
100,Menard,Historic Preservation Agency
50,Menard,Historic Preservation Agency
750,Menard,Historic Preservation Agency
750,Menard,Historic Preservation Agency
750,Menard,Historic Preservation Agency
100,Menard,Historic Preservation Agency
25,Menard,Historic Preservation Agency
700,Menard,Historic Preservation Agency
700,Menard,Historic Preservation Agency
700,Menard,Historic Preservation Agency
750,Menard,Historic Preservation Agency
600,Menard,Historic Preservation Agency
100,Menard,Historic Preservation Agency
50,Menard,Historic Preservation Agency
150,Menard,Historic Preservation Agency
800,Menard,Historic Preservation Agency
400,Menard,Historic Preservation Agency
100,Menard,Historic Preservation Agency
600,Menard,Historic Preservation Agency
600,Menard,Historic Preservation Agency
600,Menard,Historic Preservation Agency
650,Menard,Historic Preservation Agency
700,Menard,Historic Preservation Agency
750,Menard,Historic Preservation Agency
800,Menard,Historic Preservation Agency
100,Menard,Historic Preservation Agency
700,Menard,Historic Preservation Agency
100,Menard,Historic Preservation Agency
50,Menard,Historic Preservation Agency
1500,Menard,Historic Preservation Agency
750,Menard,Historic Preservation Agency
100,Menard,Historic Preservation Agency
600,Menard,Historic Preservation Agency
750,Menard,Historic Preservation Agency
50,Menard,Historic Preservation Agency
600,Menard,Historic Preservation Agency
75,Menard,Historic Preservation Agency
1580,Menard,Historic Preservation Agency
1200,Menard,Historic Preservation Agency
200,Menard,Historic Preservation Agency
475,Jersey,Department of Natural Resources
4628,Jersey,Department of Natural Resources
475,Jersey,Department of Natural Resources
384,Jersey,Department of Natural Resources
228,Jersey,Department of Natural Resources
2156,Jersey,Department of Natural Resources
480,Jersey,Department of Natural Resources
1440,Jersey,Department of Natural Resources
800,Jersey,Department of Natural Resources
480,Whiteside,Department of Natural Resources
480,Whiteside,Department of Natural Resources
560,Whiteside,Department of Natural Resources
25,Whiteside,Department of Natural Resources
25,Whiteside,Department of Natural Resources
25,Whiteside,Department of Natural Resources
25,Whiteside,Department of Natural Resources
960,Lawrence,Department of Natural Resources
2006,Lawrence,Department of Natural Resources
724,Lawrence,Department of Natural Resources
120,Lawrence,Department of Natural Resources
1280,Whiteside,Department of Natural Resources
800,Jersey,Department of Natural Resources
450,Jersey,Department of Natural Resources
3750,Jersey,Department of Natural Resources
3750,Jersey,Department of Natural Resources
11752,Gallatin,Historic Preservation Agency
3330,Gallatin,Historic Preservation Agency
130,Gallatin,Historic Preservation Agency
1950,Adams,Department of Natural Resources
960,Adams,Department of Natural Resources
760,Adams,Department of Natural Resources
1568,Adams,Department of Natural Resources
800,Adams,Department of Natural Resources
120,Adams,Department of Natural Resources
16,Lawrence,Department of Natural Resources
16,Lawrence,Department of Natural Resources
16,Lawrence,Department of Natural Resources
16,Lawrence,Department of Natural Resources
16,Lawrence,Department of Natural Resources
16,Lawrence,Department of Natural Resources
16,Lawrence,Department of Natural Resources
16,Lawrence,Department of Natural Resources
1000,Lawrence,Department of Natural Resources
16,Lawrence,Department of Natural Resources
16,Lawrence,Department of Natural Resources
16,Lawrence,Department of Natural Resources
16,Lawrence,Department of Natural Resources
16,Lawrence,Department of Natural Resources
16,Lawrence,Department of Natural Resources
520,LaSalle,Department of Natural Resources
3170,LaSalle,Department of Natural Resources
365,LaSalle,Department of Natural Resources
195,LaSalle,Department of Natural Resources
775,LaSalle,Department of Natural Resources
702,LaSalle,Department of Natural Resources
40,LaSalle,Department of Natural Resources
702,LaSalle,Department of Natural Resources
20,LaSalle,Department of Natural Resources
13000,LaSalle,Department of Natural Resources
240,LaSalle,Department of Natural Resources
192,LaSalle,Department of Natural Resources
1036,LaSalle,Department of Natural Resources
210,LaSalle,Department of Natural Resources
1540,LaSalle,Department of Natural Resources
702,LaSalle,Department of Natural Resources
80,LaSalle,Department of Natural Resources
2381,LaSalle,Department of Natural Resources
3362,LaSalle,Department of Natural Resources
312,LaSalle,Department of Natural Resources
312,LaSalle,Department of Natural Resources
420,LaSalle,Department of Natural Resources
144,LaSalle,Department of Natural Resources
343,LaSalle,Department of Natural Resources
1410,LaSalle,Department of Natural Resources
2113,LaSalle,Department of Natural Resources
1625,LaSalle,Department of Natural Resources
3600,LaSalle,Department of Natural Resources
2079,LaSalle,Department of Natural Resources
10302,Fayette,Historic Preservation Agency
600,Fayette,Historic Preservation Agency
336,LaSalle,Department of Natural Resources
108,LaSalle,Department of Natural Resources
144,LaSalle,Department of Natural Resources
99,LaSalle,Department of Natural Resources
192,LaSalle,Department of Natural Resources
25,LaSalle,Department of Natural Resources
108,LaSalle,Department of Natural Resources
169,LaSalle,Department of Natural Resources
399,LaSalle,Department of Natural Resources
210,LaSalle,Department of Natural Resources
2718,LaSalle,Department of Natural Resources
693,LaSalle,Department of Natural Resources
1792,LaSalle,Department of Natural Resources
3520,LaSalle,Department of Natural Resources
80,LaSalle,Department of Natural Resources
1785,LaSalle,Department of Natural Resources
912,LaSalle,Department of Natural Resources
1400,LaSalle,Department of Natural Resources
675,LaSalle,Department of Natural Resources
1452,LaSalle,Department of Natural Resources
200,LaSalle,Department of Natural Resources
20,LaSalle,Department of Natural Resources
20,LaSalle,Department of Natural Resources
42,LaSalle,Department of Natural Resources
42,LaSalle,Department of Natural Resources
40,LaSalle,Department of Natural Resources
525,Ogle,Department of Natural Resources
1800,Ogle,Department of Natural Resources
651,Ogle,Department of Natural Resources
1296,Ogle,Department of Natural Resources
108,Ogle,Department of Natural Resources
432,Ogle,Department of Natural Resources
108,Ogle,Department of Natural Resources
108,Ogle,Department of Natural Resources
782,Ogle,Department of Natural Resources
640,Ogle,Department of Natural Resources
1058,Ogle,Department of Natural Resources
42,Ogle,Department of Natural Resources
42,Ogle,Department of Natural Resources
20,Ogle,Department of Natural Resources
23040,Will,Department of Transportation
20,Ogle,Department of Natural Resources
84,Ogle,Department of Natural Resources
84,Ogle,Department of Natural Resources
84,Ogle,Department of Natural Resources
84,Ogle,Department of Natural Resources
84,Ogle,Department of Natural Resources
84,Ogle,Department of Natural Resources
84,Ogle,Department of Natural Resources
84,Ogle,Department of Natural Resources
100,Cook,Historic Preservation Agency
84,Ogle,Department of Natural Resources
25,Ogle,Department of Natural Resources
112,Ogle,Department of Natural Resources
312,Ogle,Department of Natural Resources
96,Ogle,Department of Natural Resources
84,Ogle,Department of Natural Resources
2625,Logan,Historic Preservation Agency
81,Ogle,Department of Natural Resources
100,Logan,Historic Preservation Agency
144,Lawrence,Department of Natural Resources
144,Lawrence,Department of Natural Resources
1500,DeWitt,Department of Natural Resources
400,DeWitt,Department of Natural Resources
128,DeWitt,Department of Natural Resources
1600,DeWitt,Department of Natural Resources
1350,DeWitt,Department of Natural Resources
900,DeWitt,Department of Natural Resources
1728,DeWitt,Department of Natural Resources
968,DeWitt,Department of Natural Resources
200,DeWitt,Department of Natural Resources
820,DeWitt,Department of Natural Resources
600,DeWitt,Department of Natural Resources
600,DeWitt,Department of Natural Resources
600,DeWitt,Department of Natural Resources
600,DeWitt,Department of Natural Resources
270,DeWitt,Department of Natural Resources
600,DeWitt,Department of Natural Resources
600,DeWitt,Department of Natural Resources
1976,Fayette,Department of Natural Resources
3263,Fayette,Department of Natural Resources
1511,Fayette,Department of Natural Resources
1500,Fayette,Department of Natural Resources
576,Fayette,Department of Natural Resources
984,Fayette,Department of Natural Resources
645,Fayette,Department of Natural Resources
120,Fayette,Department of Natural Resources
132,Macoupin,Department of Natural Resources
168,Macoupin,Department of Natural Resources
400,Macoupin,Department of Natural Resources
